"","region_en","year","level","average_nominal_monthly_salary","average_percapita_income","average_size_of_pensions","crude_birth_rate","gross_regional_product","infant_mortality_rate","life_expectancy_men","life_expectancy_total","life_expectancy_women","mortality_rate","number_of_theater_goers_per_1000_population","number_of_visits_to_museums_per_1000_population","planar_sports_facilities_(playgrounds_and_fields)","population_rural","population_total","population_urban","publication_of_newspapers_per_1000_people","sports_halls","stadiums_with_stands_for_1500_seats_or_more","swimming_pools"
"1349","FD_Central Federal District",1989,"federal_district",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8390,37920,29530,NA,NA,NA,NA
"1350","FD_Central Federal District",1990,"federal_district",NA,NA,NA,11.2,NA,16,NA,NA,NA,13.2,481,1751,NA,NA,NA,NA,3338,NA,NA,NA
"1351","FD_Central Federal District",1995,"federal_district",NA,692,NA,7.8,NA,16.5,NA,NA,NA,17,260,652,25979,NA,NA,NA,1935,9859,529,575
"1352","FD_Central Federal District",2000,"federal_district",2173,3231,823.5,7.4,1841498.9,13.6,59.76,66.07,72.95,17,250,605,NA,NA,NA,NA,1756,NA,NA,NA
"1353","FD_Central Federal District",2001,"federal_district",3265.9,4300,1148,7.7,NA,13.6,NA,NA,NA,17.4,255,609,NA,NA,NA,NA,2213,NA,NA,NA
"1354","FD_Central Federal District",2002,"federal_district",4432.6,5436,1480.5,8.2,2878664.5,12.4,NA,NA,NA,17.8,247,594,NA,7633,38000,30367,3463,NA,NA,NA
"1355","FD_Central Federal District",2003,"federal_district",5872.8,7211,1766.5,8.7,3577142.5,11.6,NA,NA,NA,17.9,241,609,NA,NA,NA,NA,2288,NA,NA,NA
"1356","FD_Central Federal District",2004,"federal_district",7276.3,8991,2031.9,9,4617086.1,10.5,NA,NA,NA,17.4,233,627,NA,NA,NA,NA,2285,NA,NA,NA
"1357","FD_Central Federal District",2005,"federal_district",9621.8,11084,2536.7,8.8,6278359.2,10,59.87,66.29,73.32,17.4,232,650,27942,NA,NA,NA,2488,13713,563,863
"1358","FD_Central Federal District",2006,"federal_district",12117.4,13883,2837.1,9,7965169.5,8.8,NA,NA,NA,16.7,239,638,NA,NA,NA,NA,2812,NA,NA,NA
"1359","FD_Central Federal District",2007,"federal_district",15876.7,17084,3657.5,9.7,10208917.7,7.8,NA,NA,NA,16.1,251,688,NA,NA,NA,NA,2852,NA,NA,NA
"1360","FD_Central Federal District",2008,"federal_district",20665.7,19141,4518.8,10.3,12674395.4,7.3,NA,NA,NA,16.1,275,657,NA,NA,NA,NA,2583,NA,NA,NA
"1361","FD_Central Federal District",2009,"federal_district",22404.6,22628,6146.7,10.8,11405184,7.3,63.47,69.35,75.33,15.5,267,646,31072,NA,NA,NA,2412,15198,688,1169
"1362","FD_Central Federal District",2010,"federal_district",25376.9,24525,7616,10.7,13363655.6,6.6,NA,NA,NA,15.2,262,2,32516,7177,38438,31261,2,15586,531,1216
"1363","FD_Central Federal District",2011,"federal_district",28449.4,NA,8307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1364","FD_Southern Federal District",1989,"federal_district",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4687,13252,8565,NA,NA,NA,NA
"1365","FD_Southern Federal District",1990,"federal_district",NA,NA,NA,13.3,NA,17,NA,NA,NA,12.3,260,939,NA,NA,NA,NA,326,NA,NA,NA
"1366","FD_Southern Federal District",1995,"federal_district",NA,309,NA,9.6,NA,18.9,NA,NA,NA,15,140,775,9821,NA,NA,NA,351,4091,191,162
"1367","FD_Southern Federal District",2000,"federal_district",1586.8,1592,789.3,8.6,329695.3,16,61.45,67.27,73.38,15,125,341,NA,NA,NA,NA,328,NA,NA,NA
"1368","FD_Southern Federal District",2001,"federal_district",2330.6,2165,1097.6,9,NA,14.9,NA,NA,NA,15.2,125,410,NA,NA,NA,NA,347,NA,NA,NA
"1369","FD_Southern Federal District",2002,"federal_district",3184.3,2898,1394.6,9.6,519019.2,12.8,NA,NA,NA,15.7,114,390,NA,5180,13972,8792,570,NA,NA,NA
"1370","FD_Southern Federal District",2003,"federal_district",3946.6,3747,1667.6,10,616085.3,12.2,NA,NA,NA,15.9,123,390,NA,NA,NA,NA,558,NA,NA,NA
"1371","FD_Southern Federal District",2004,"federal_district",4968.1,4565,1907.6,10.3,766851.3,12.2,NA,NA,NA,15.4,125,484,NA,NA,NA,NA,508,NA,NA,NA
"1372","FD_Southern Federal District",2005,"federal_district",6204.2,5783,2390.2,10,936055.9,11.4,62.21,68.06,74.17,15.6,120,502,11785,NA,NA,NA,701,4880,196,205
"1373","FD_Southern Federal District",2006,"federal_district",7736.4,7292,2664.6,10.2,1195194.5,10.6,NA,NA,NA,15,119,496,NA,NA,NA,NA,774,NA,NA,NA
"1374","FD_Southern Federal District",2007,"federal_district",9874.8,9350,3449.9,11.1,1577082.9,10,NA,NA,NA,14.5,126,493,NA,NA,NA,NA,783,NA,NA,NA
"1375","FD_Southern Federal District",2008,"federal_district",12514.3,11525,4237,11.8,2001111.5,9.1,NA,NA,NA,14.4,119,515,NA,NA,NA,NA,904,NA,NA,NA
"1376","FD_Southern Federal District",2009,"federal_district",14065.7,13056,5756.7,11.9,1994912.5,7.9,65.27,70.57,75.78,14.1,123,519,13650,NA,NA,NA,1050,5482,257,270
"1377","FD_Southern Federal District",2010,"federal_district",15560.1,15031,7054.6,11.8,2293686.1,7.1,NA,NA,NA,14.1,123,3,14180,5206,13857,8651,4,5567,174,299
"1378","FD_Southern Federal District",2011,"federal_district",17236.9,NA,7660.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
